云南卫视,http://123.160.232.124:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,1.640 MB/s
云南卫视,http://61.136.67.238:50085/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0,1.615 MB/s
公共,http://123.160.232.124:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0,1.697 MB/s
公共,http://61.136.67.238:50085/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0,1.613 MB/s
内蒙古卫视,http://61.136.67.238:50085/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0,1.636 MB/s
内蒙古卫视,http://222.89.107.42:9876/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0,0.001 MB/s
北京卫视,http://123.160.232.124:85/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0,1.690 MB/s
北京卫视,http://61.136.67.238:50085/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0,1.689 MB/s
吉林卫视,http://61.136.67.238:50085/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0,1.726 MB/s
四川卫视,http://61.136.67.238:50085/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,1.634 MB/s
四川卫视,http://221.234.25.122:9999/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0,1.615 MB/s
天津卫视,http://123.160.232.124:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0,1.807 MB/s
天津卫视,http://221.234.25.122:9999/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0,1.689 MB/s
天津卫视,http://61.136.67.238:50085/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0,1.613 MB/s
宁夏卫视,http://61.136.67.238:50085/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0,1.599 MB/s
宁夏卫视,http://222.89.107.42:9876/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0,0.001 MB/s
安徽卫视,http://221.234.25.122:9999/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0,1.599 MB/s
山东卫视,http://221.234.25.122:9999/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0,1.726 MB/s
山东卫视,http://123.160.232.124:85/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0,1.674 MB/s
山东卫视,http://61.136.67.238:50085/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0,1.615 MB/s
山西卫视,http://123.160.232.124:85/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0,1.132 MB/s
广东卫视,http://123.160.232.124:85/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0,1.792 MB/s
广东卫视,http://61.136.67.238:50085/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0,1.634 MB/s
广东卫视,http://221.234.25.122:9999/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0,1.634 MB/s
广东卫视,http://222.89.107.42:9876/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0,1.303 MB/s
广西卫视,http://123.160.232.124:85/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,1.767 MB/s
广西卫视,http://61.136.67.238:50085/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,1.697 MB/s
新疆卫视,http://123.160.232.124:85/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0,1.082 MB/s
新闻,http://123.160.232.124:85/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0,1.717 MB/s
新闻,http://61.136.67.238:50085/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0,1.717 MB/s
梨园,http://123.160.232.124:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0,1.636 MB/s
民生,http://123.160.232.124:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0,1.689 MB/s
民生,http://61.136.67.238:50085/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0,1.517 MB/s
江苏卫视,http://61.136.67.238:50085/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0,1.697 MB/s
江苏卫视,http://221.234.25.122:9999/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,1.613 MB/s
江西卫视,http://221.234.25.122:9999/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,1.717 MB/s
江西卫视,http://61.136.67.238:50085/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,1.636 MB/s
江西卫视,http://123.160.232.124:85/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0,1.556 MB/s
河北卫视,http://221.234.25.122:9999/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0,1.717 MB/s
河北卫视,http://61.136.67.238:50085/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0,1.599 MB/s
河南公共,http://222.89.107.42:9876/tsfile/live/0139_6.m3u8?key=txiptv&playlive=1&authid=0,1.303 MB/s
河南卫视,http://61.136.67.238:50085/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0,1.697 MB/s
河南卫视,http://221.234.25.122:9999/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,1.636 MB/s
河南卫视,http://123.160.232.124:85/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0,1.635 MB/s
河南法制,http://222.89.107.42:9876/tsfile/live/0139_3.m3u8?key=txiptv&playlive=1&authid=0,1.303 MB/s
法制,http://123.160.232.124:85/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0,1.726 MB/s
法制,http://61.136.67.238:50085/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0,1.634 MB/s
浙江卫视,http://123.160.232.124:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0,1.634 MB/s
深圳卫视,http://123.160.232.124:85/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0,1.751 MB/s
